comments,cleaned_comments,sentiment,sentiment_label
"Orang presiden lagi berpidato, Bahlil malah ngeraba peli. 😮",orang presiden pidato bahlil ngeraba pel,LABEL_2,0
"Akan banyak cacing kepanasan...kalau bisa musnahkan sekalian benalu"" biar GK ggu pertumbuhan.  Parasit"" yg berkamuflase bentar lagi kena azab...terhina didunia di akhirat tinggal di tumbuk pake tombak karna ulah dirimu sendiri.",cacing kepanasankalau musnah benalu biar ggu tumbuh parasit kamuflase bentar kena azabterhina dunia akhirat tinggal tumbuk pake tombak ulah diri,LABEL_2,0
Emang akal maling,akal maling,LABEL_2,0
Penampakan yg jelas. Dimana ketika orang baik di pertemukan dengan si jelek secara logika mata dan pikiran kita akan tertuju kepada si jelek. Itulah insting manusia😅,tampak mana orang temu jelek logika pikir jelek insting manusia,LABEL_2,0
"Bahlul Gimik mencurugakan ,,wajib di curigai,,",bahlul gimik mencurugakan curiga,LABEL_2,0
"Luar biasa media kita.....
Waspada ama tampang manusia macem bahlil....muka ama kelakuan sama jelek nya",media waspada ama tampang manusia macem bahlilmuka ama laku jelek,LABEL_2,0
Emang bahlul harus dihapus dari kementrian 🔥🔥🔥👹👹👹,bahlul hapus tri,LABEL_2,0
Awas pak bajingan sesungguhnya ada di belakang bpk 😮😢,awas bajing sungguh bpk,LABEL_2,0
Tuh sdh viral pak Bahlil gk berkutik dia,sdh viral bahlil kutik,LABEL_2,0
"Ngolok pak preseden dia tuh,,",ngolok preseden,LABEL_2,0
Di belakang bpk Ada tuh yg sudah ketakutan saling colek.,bpk takut colek,LABEL_2,0
Smoga video ini sampai ke sekkab,smoga video sekkab,LABEL_1,1
"Kepanasan ya, wujudnya aslinya keluar",panas wujud asli,LABEL_2,0
Maling nya keringat dingin 😂😂😂,maling keringat dingin,LABEL_2,0
Awas boos ada yg gak beres tuch sm bahil dan rosan,awas boos beres tuch bahil ros,LABEL_2,0
Orang itu harus di usut,orang usut,LABEL_2,0
Aduh bikin malu...apa maksudnya colek2 gitu?,aduh maluapa maksud colek,LABEL_2,0
Gerak gerik Pencuri  itu😅,gerak gerik curi,LABEL_2,0
Awas salah pegang lil,awas salah pegang lil,LABEL_2,0
"Apakah kau melihat bahlil,katakan bahlil jangn mencuri🤚🏼 , BAHLIL JANGAN MENCURI 🤚🏼",kau bahlilkatakan bahlil jangn curi bahlil curi,LABEL_2,0
Bahlil kasih kode tuh . Dari mukanya aja ketauan orang seperti apa .,bahlil kasih kode muka tau orang,LABEL_2,0
"Heran bgt , orang sperti Bahlil kok di pertahankan 😂😂",heran orang sperti bahlil tahan,LABEL_2,0
Si monyet kasih code tu pak😅😅,monyet kasih code,LABEL_2,0
Yg makan duwit nya monyet di belakang bapak itu yg tangan nya towel-2 teman nya,makan duwit monyet tangan towel teman,LABEL_1,1
"Musuh dlm selimut prabowo
Bahlil and gank solo",musuh dlm selimut prabowo bahlil gank solo,LABEL_2,0
Mudah2an pak Prabowo nonton video ini🤲😍,mudah prabowo nonton video,LABEL_0,2
Ada yang panik bossss....kayak mau ikutan lari ke luar negeri 😅,panik bosssskayak ikut lari negeri,LABEL_2,0
"Alon alon bae komandan, perlahan tapi pasti. Kalo langsung disikat smua bahaya juga bisa jadi perang politik😂",alon alon bae komandan perlahan langsung sikat smua bahaya perang politik,LABEL_2,0
Bahlul tukang korup dan antek anteknya mungkin dia panik,bahlul tukang korup antek antek panik,LABEL_2,0
"Awasss pak itu bahaya bang bahlul, pantau trus pak",awasss bahaya bahlul pantau trus,LABEL_2,0
😂😂😂😂😂napa tangan bahlul....,napa tangan bahlul,LABEL_2,0
Intelijen netizen semakin cermat dan teliti,intelijen netizen cermat teliti,LABEL_0,2
"Kerugian negera dah jelas 300 Triliun, selepas itu gk ada tindakan, cuma omon omon aja",rugi negera triliun lepas tindak omon omon,LABEL_2,0
"Nah ni dia orangnya,dah ketahuan.viralkan.!!!",orangnyadah ketahuanviralkan,LABEL_2,0
"Musuhnya sudah terlihat jelas pak prabowo, bapak harus berhati hati, mafia dimna mana",musuh prabowo hati hati mafia dimna,LABEL_2,0
Hati hati pak.ada termul,hati hati pakada termul,LABEL_2,0
Bayak penghianat di kabunet prabowo,bayak penghianat kabunet prabowo,LABEL_2,0
"Musuh dalam Selimut Pak Prabowo Hati hati, segera Tangkap di tempat sudah jelas dia bermain di Belakang bapak 😠😡",musuh selimut prabowo hati hati tangkap main,LABEL_2,0
"kenapa gak ancurin rumah org2 kek bahlil sih, malah rumah uya sma eko",ancurin rumah org bahlil rumah uya sma eko,LABEL_2,0
Awas pak Prabowo....hati hati dengan org org disekitarmu....rawan penghianatan....,awas prabowohati hati org org disekitarmurawan penghianatan,LABEL_2,0
"Bukti sudah ada,,sikat dah bahlil..si mental perusak",bukti adasikat bahlilsi mental usak,LABEL_2,0
Wah kenak nich kita....😂,nak nich,LABEL_0,2
"Berarti otaknya busuk bahlil ini, semoga cepat d pecat aj menteri kyk gtu,,,d depan pak Prabowo aja sok baik bahlil itu",otak busuk bahlil moga cepat pecat menteri gtud prabowo sok bahlil,LABEL_2,0
"Dibelakang ada musang yg berbulu busuk,...",belakang musang bulu busuk,LABEL_2,0
pasti ada yg di sembunyikan pasti itu pasti saya yakin pasti itu,sembunyi,LABEL_2,0
Mau nunggu brpa triliyun? Korupsi 300 T kemaren hukumannya apa?,nunggu brpa triliyun korupsi kemaren hukum,LABEL_2,0
Kode boty 😂😂,kode boty,LABEL_1,1
"Ganti dengan p,Ahok biar bisa berkombinasi dengan bapak Purbaya?",ganti pahok biar kombinasi purbaya,LABEL_1,1
Goblin emang suka curi uang,goblin suka curi uang,LABEL_2,0
"Hati2 pak prabowo ada tikus dibelakang,bpk hrs tetap waspada dan semoga bpk prabowo melihat tangan wak bahlul mencolek paha CEO danatara, Ya allah lindungilah pak president prabowo🤲🤲🤲",hati prabowo tikus dibelakangbpk hrs waspada moga bpk prabowo tangan wak bahlul colek paha ceo danatara allah lindung president prabowo,LABEL_2,0
"Negara ini tdk baik""aja selama msh ada oknum yg rakus dan tdk peduli rakyat...rakyat sdh bosan dg kondisi saat ini...rakyat makin miskin, pengangguran makin banyak,..beras mahal, gaji pns / pensiunan kecil..
Kapanlah rakyat sejahtera...",negara tdk baikaja msh oknum rakus tdk peduli rakyatrakyat sdh bosan kondisi inirakyat miskin anggur banyakberas mahal gaji pns pensiun kapan rakyat sejahtera,LABEL_2,0
Bahaya tuh penjahat pemerintah ngasi kode,bahaya jahat perintah ngasi kode,LABEL_2,0
Segera miskinkan dan  musnahkan .,miskin musnah,LABEL_2,0
BAHLIL BRENGSEK,bahlil brengsek,LABEL_2,0
Kek nya sebentar lagi ke ungkap yang ngerugiin negara,sebentar ngerugiin negara,LABEL_2,0
Semoga pak Prabowo lihat,moga prabowo lihat,LABEL_0,2
Zhaaaapppp,zhaaaapppp,LABEL_0,2
Pecat langsung,pecat langsung,LABEL_2,0
Medis sudah bantu mengawal musuh duri dlm daging,medis bantu awal musuh duri dlm daging,LABEL_1,1
Kode.  Wah harus lebih hati-hati nihh 😂,kode hatihati nihh,LABEL_2,0
"Edyan bener nih kameramen..... 
Sekecil itu bisa kena 😂😂😂😂",edyan bener kameramen kena,LABEL_2,0
"Setan bahlul, hati hati ditusuk dari belakang pak",setan bahlul hati hati tusuk,LABEL_2,0
Bahlil korupsi nya nggak kehitung,bahlil korupsi nggak hitung,LABEL_2,0
Gatel minta tolong garukin kali 😂,gatel tolong garukin,LABEL_2,0
Semoga saja si bahlil yg bahlul  terbukti korupsinya dan akan di hukum mati😁,moga bahlil bahlul bukti korupsi hukum mati,LABEL_2,0
"Buang pak... buang pak....sampah"" disekitar anda .",buang buang paksampah sekitar,LABEL_2,0
Mafia mulai klonyotan...!! Hrs dibasmi masal !!,mafia klonyotan hrs basmi masal,LABEL_2,0
nyahok lu yg korup gk tdur nyenyak lg😅,nyahok korup tdur nyenyak,LABEL_2,0
Segera sahkan hukuman mati atau paling tidak hukuman gantung untuk para koruptor!!!!,sahkan hukum mati hukum gantung koruptor,LABEL_2,0
Bahlil bin bahlul pegang peler,bahlil bin bahlul pegang peler,LABEL_1,1
"emang bab1 tu orang, gak ada merasa ataupun simpatik negara lagi susah begini padahal dia di kabinet, emang bab1",bab orang simpatik negara susah kabinet bab,LABEL_2,0
"Tatapan matanya kelihatan orang"" culas itu.......",tatap mata orang culas,LABEL_2,0
"Nama bahlil , kerjaan bahlul",nama bahlil kerja bahlul,LABEL_2,0
Nah cctv sdh pantau nt Lul...tinggal tunggu eksekusi,cctv sdh pantau lultinggal tunggu eksekusi,LABEL_1,1
"Ini makhluk kok gak ada etikanya sih. Presiden lagi ngomong tp dia seperti gmn gituh, ihhh dasssarrr",makhluk etika presiden ngomong gmn gituh ihhh dasssarrr,LABEL_2,0
"Awas pak, itu PAGAR MAKAN TANAMAN.😄😄😄",awas pagar makan tanam,LABEL_2,0
Namanya juga Bahlul...gk ngerti skrg CCTV di pegang setiap orang..😂,nama bahlulgk ngerti skrg cctv pegang orang,LABEL_2,0
"Maen2....diliat video ini sama prabowo,,,,hati hati bahlil dan rosan,,,,,keincar ma kejagung dah 😁😁😁😁",maendiliat video prabowohati hati bahlil rosankeincar jagung,LABEL_1,1
"Weeiittss.. 
Ada yg resah gelisah tuh dibelakang 😂",weeiittss resah gelisah belakang,LABEL_2,0
Eh colek2.. plecehan tuh😅,colek plecehan,LABEL_2,0
Pecatt aja,pecatt,LABEL_0,2
Akhirnya terbuka semua,buka,LABEL_1,1
Dk tau aku urusannya nk rugi nk untung,tau urus rugi untung,LABEL_2,0
Benar2 gesturnya mencurigakan,gesturnya curiga,LABEL_2,0
Org gitu sdh tdk bs dipercaya lagi....,org sdh tdk percaya,LABEL_2,0
"Pak bahlil udah nonton blum tangannya disorot kamera gitu, siapa tau pak roslan pahanya gatal minta tolong garukin ama pak bahlil",bahlil nonton blum tangan sorot kamera tau roslan paha gatal tolong garukin ama bahlil,LABEL_2,0
Usut si KELING....kode apa yg diisyaratkan pada CEO danantara ...apa sikeling merasa ...maling.....uang negara,usut kelingkode isyarat ceo danantara sikeling malinguang negara,LABEL_1,1
Di belakang bapak itu pakkk,pakkk,LABEL_0,2
musuh  dalam selimut  pasti kena,musuh selimut kena,LABEL_2,0
Code hard 😂😂😂😂😂😂,code hard,LABEL_2,0
"Pak Presiden harusnya bisa melawa penampbang ilegal, padahal ada dibelakangnya sendiri musuhnya.",presiden lawa penampbang ilegal belakang musuh,LABEL_2,0
Bahlul hombrèng ya paha bang Rosan dicolek colek 😂😂😂,bahlul hombrng paha ros colek colek,LABEL_2,0
😂wkwkkw,wkwkkw,LABEL_0,2
Sama sama pemain korup,main korup,LABEL_2,0
"KPK selanjut ya bergerak otw, suara Rakyat",kpk lanjut gerak otw suara rakyat,LABEL_1,1
ati-ati pak...ada yg ....kayaknya,atiati pakada kayak,LABEL_1,1
Penggembosan dr dalam.. pecaaat,gembos pecaaat,LABEL_2,0
GAK LAMA LAGI BAHLUL DI GESER,bahlul geser,LABEL_2,0
Bahlil tolol,bahlil tolol,LABEL_2,0
"⚠️Musuh dlm selimut yg menusuk dari belakang Presiden, Prabowo memelihara & membesarkan musuh2 nya sendiri. Semua ternak jokowi hny jd beban rakyat menggaji mereka ❗❗❗",musuh dlm selimut tusuk presiden prabowo pelihara besar musuh ternak jokowi hny beban rakyat gaji,LABEL_2,0
Otak sesendok kalau kasih kode emang gitu...,otak sendok kasih kode,LABEL_2,0
Rakyat sudah lama curiga dan ngk sreg sama gerak gerik si Bahlul..,rakyat curiga ngk sreg gerak gerik bahlul,LABEL_2,0
Secara psikologi ada sesuatu didalam Pikirannya..😅,psikologi dalam pikir,LABEL_1,1
Mantabb Bahlil ntar video ini Ampe ke pak Bowo siap siap anda di proses,mantabb bahlil ntar video ampe bowo proses,LABEL_0,2
"Jangan dipikir pak Prabowo itu gk ngerti tingkah laku Bahlil , tunggu saja OTT !",pikir prabowo ngerti tingkah laku bahlil tunggu ott,LABEL_2,0
"Penjahat besar berlindung d tubuh pemerintahan,mau gmna Negara akan maju..sejahtra,adil..gk akan sampai kiamat klo pnjhat2 itu belum hancur.",jahat lindung tubuh pemerintahanmau gmna negara majusejahtraadilgk kiamat klo pnjhat hancur,LABEL_2,0
"Hati-hati pak Presiden,, kliatan tu Bahlil. Colek colek..",hatihati presiden kliatan bahlil colek colek,LABEL_1,1
"Bahlil mundur dong....biar rakyat bisa makan,udut ,bahkan digaji negara dll.
Prabowo jgn sungkan sama Jokowi.
Mau JD apa Indonesia klu presiden SJ takut SM mantan🤭",bahlil mundur dongbiar rakyat makanudut gaji negara dll prabowo jgn sungkan jokowi indonesia klu presiden takut mantan,LABEL_2,0
Dibelakang anda pak presiden..masa masih gga kelihatan aja...tinggal eksekusi aja dari dulu cuma omon2 aja😂😂,belakang presidenmasa gga ajatinggal eksekusi omon,LABEL_2,0
"😂😂😂 sebenarnya penjahat itu ada di belakang Bapak dan itu sangat terlihat dulu waktu Bapak belum bertindak kemana2 wajah penjahat itu selalu ceria riang gembira tpi skrg letih lesu gundah gulana, 
Sumber cuan semakin dipersempit😂😂😂",jahat tindak mana wajah jahat ceria riang gembira tpi skrg letih lesu gundah gulana sumber cuan sempit,LABEL_2,0
Yg berdua itu  perlu diusut tuntas,dua usut tuntas,LABEL_2,0
"Hati2 pak Prabowo musuh selalu ada di belakang mu pak,jangan cari yg jauh2 musuh mu pasti ada di belakang mu pak.",hati prabowo musuh pakjangan cari musuh,LABEL_2,0
Waduh... Gawat. Rapi sepertinta pak prabowo sudah faham.,gawat rapi tinta prabowo faham,LABEL_2,0
Pak cek juga Morowali daerah tambang yg banyak tidak memiliki ijin sd beroperasi,cek morowali daerah tambang milik ijin operasi,LABEL_1,1
bahlul sendiri musuh dalam selimutnya,bahlul musuh selimut,LABEL_2,0
Musuh ada di belakang bapak...segera keluarkan orang Kaya gitu,musuh bapaksegera keluar orang kaya,LABEL_2,0
"Habis kau Bahlil ...ini bukti sudah , dasar DUNGU 😂😂😂",habis kau bahlil bukti dasar dungu,LABEL_2,0
anjir kode2an die wkwkwk,anjir kode die wkwkwk,LABEL_2,0
Mungkin pasangan homo,pasang homo,LABEL_2,0
Awass Boss Anak Ibliss di Belakang...!!!,awass boss anak ibliss,LABEL_2,0
"Si Bahlil,, perlu d Nepal kan. 😂😂",bahlil nepal,LABEL_2,0
Emang sibahlul blm di depak,sibahlul blm depak,LABEL_2,0
Pak presiden tau kok siapa bajingan nya tapi bapak cuma menegur doang tidak berani memproses nya😂😂😂😂😂 itu sama saja omong2 tok,presiden tau bajing tegur doang berani proses omong tok,LABEL_2,0
Kok di diemi yaa kaya gini....usut miskin kan buang pake tong klaut...😊,diemi yaa kaya giniusut miskin buang pake tong klaut,LABEL_2,0
TANGKAP BAHLUL MUSUH DLM SELIMUT. 😂,tangkap bahlul musuh dlm selimut,LABEL_2,0
"Tunggu tanggal mainnya. 
Doakan pak  Prabowo jangan sampai di racun, seperti di film China Khaisar dibunuh secara pelan pelan lewat makanan.",tunggu tanggal main doa prabowo racun film china khaisar bunuh pelan pelan makan,LABEL_2,0
"Emang BOBROK ini orang 😢😢😢 ampunn, mari berantas 1 1 menteri ""balas budi""",bobrok orang ampunn mari berantas menteri balas budi,LABEL_2,0
Tuhan memperlihatkan kebusukan yg mereka lakukan dan mereka tutup selama ini.,tuhan busuk laku tutup,LABEL_2,0
"Pecat aja mentri colek2 itu, didepan siap pak dibelakang mengepal 😅",pecat tri colek depan belakang kepal,LABEL_2,0
"Tangan nya tuh, kebiasaan mencopet duit negara..",tangan biasa copet duit negara,LABEL_2,0
Surah ketar ketir si bahlul. Ati² pak prabowo. Anda banyak dikelilingi oleh musuh dalam selimut. Apalagi masih banyak ternak2 mulyono,surah ketar tir bahlul ati prabowo keliling musuh selimut ternak mulyono,LABEL_1,1
"Sang penghianat dari timur ketakutan,,😂",sang penghianat timur takut,LABEL_2,0
ganti saja sama mentri yg ahli di bidangnya..yg jujur pintar ..sudah saatnya dan pak prabowo harus berani dan tegas ..masih banyak orang pintar dan jujur..walaupun bahlil mentri yg dulu dukung pk prabowo kalo ga ngerti ga bisa ngelola ya pecat saja ganti dengan yg pintar,ganti tri ahli bidangnyayg jujur pintar prabowo berani orang pintar jujurwalaupun bahlil tri dukung prabowo ngerti ngelola pecat ganti pintar,LABEL_2,0
Pak Prabowo pecat itu Bahlil...periksa,prabowo pecat bahlilperiksa,LABEL_2,0
"Orang Yg Di Belakang Bapak Presiden,,,Itu Loh Pak Mereka Saling Colek Paha Menunjukan Bahwa Mereka Itu Adalah Penghianat Negara..",orang presidenitu colek paha tunjuk penghianat negara,LABEL_2,0
mukanya tengil nyebelin,muka tengil nyebelin,LABEL_2,0
awas salah rogoh.. 😂,awas salah rogoh,LABEL_2,0
BAHLIL biangnya pak Termul andalan,bahlil biang termul andal,LABEL_2,0
"Yg pernah kudeta gus dur, itu adalah penjahat bangsa",kudeta gus dur jahat bangsa,LABEL_2,0
Awas pak residen musuh anda di blakang anda .klo tida apa2 ga mungkin colek2 .itu 22 nya harus di interogasi pak .saya yakin ada udang di balik tepung,awas residen musuh blakang klo tida colek interogasi udang tepung,LABEL_2,0
"Kalian para nafia timah dan partai kalian,rakyat tahu oartai yg busuk yaitu partai sapi gila tukang fitnah",nafia timah partai kalianrakyat oartai busuk partai sapi gila tukang fitnah,LABEL_2,0
Yg namanya COPÈT itu gerak geriknya sll pintar n rapi  melebihi Intelejen,nama copt gerak gerik sll pintar rapi lebih intelejen,LABEL_0,2
Awas pa ada yg dianggap teman jin pohon ber_mau (.....)menusuk dari belakang....,awas anggap teman jin pohon mau tusuk,LABEL_2,0
Terus viralin org2 ini,viralin org,LABEL_2,0
Waduh..waduh..hati2 pak presiden. Ada apa tu,waduhwaduhhati presiden,LABEL_2,0
Brengsek termul,brengsek termul,LABEL_2,0
"Dibelakang Pak Presiden itu musuh dlm selimut pak,hati"" pak😂",belakang presiden musuh dlm selimut pakhati,LABEL_2,0
Bahlil ada interaksi colak colek sama sapa kira kira omongan pak Prabowo ampuh bikin para penghianat negara kepanasan,bahlil interaksi colak colek sapa omong prabowo ampuh penghianat negara panas,LABEL_2,0
Wah jeli banget.. 😂,jeli,LABEL_0,2
"Video ini harus viral,musuh dlm selimut udah beri kode...",video viralmusuh dlm selimut kode,LABEL_1,1
Ni orang bukan menyelesaikan masalah nambah masalah,orang selesai nambah,LABEL_1,1
Cepat tangkap dan adili mentri mentri yg korup biar ketua parti jangan takut pak prabowo rakyat menfukung,cepat tangkap adil tri tri korup biar ketua parti takut prabowo rakyat menfukung,LABEL_2,0
Udah Mau Masuk Bui nih su BAHL1L...,masuk bui bahll,LABEL_2,0
"emang rampok negra 
nepalin aja smua termul",rampok negra nepalin smua termul,LABEL_2,0
Wahh...musuh didalam selimut ini namanya,wahhmusuh dalam selimut nama,LABEL_2,0
Reaksi president g mna nih klo liat video ini ...😌,reaksi president mna klo liat video,LABEL_1,1
Hey hey hey ... siap siap di cek tuh gesture nya 😂,hey hey hey cek gesture,LABEL_1,1
Emang bahaya nih orang ... 🙏,bahaya orang,LABEL_2,0
"Bahlul ketahuan ini perilakunya.
Bahlul menteri yang suka menyusahkan rakyat",bahlul tahu perilaku bahlul menteri suka susah rakyat,LABEL_2,0
"Pak Prabowo tau,cm cara membereskannya sangat mantap nanti",prabowo taucm beres mantap,LABEL_0,2
Ada penampakan 😎😎😎,tampak,LABEL_1,1
"Tenang Lil bahlil.. prabowo itu termul, hukumannya pasti ringan.. yg 300, 3000 T aja mewah di rutan dan bisa piknik..",tenang lil bahlil prabowo termul hukum ringan mewah rutan piknik,LABEL_2,0
maliiiiinngggggg,maliiiiinngggggg,LABEL_2,0
sprti inilah org2 sprti ini penuh mengelilingi jokowi. dan yang membuka lobang jebakan buat jokowi. sayang jokowi termasuk korea meskipun yg suka membangkang ketumnya yg bobrok,sprti org sprti penuh keliling jokowi buka lobang jebak jokowi sayang jokowi korea suka bangkang tum bobrok,LABEL_2,0
"haaaaa...ketahuan....jgn ragu jangan bimbang...bahlul ,,,bahlul..",haaaaaketahuanjgn ragu bimbangbahlul bahlul,LABEL_2,0
Ga sopan tu Bahlil .....,sopan bahlil,LABEL_0,2
"Tampak jelas terang benderang 
Ini pembantu mental penghianat",terang benderang bantu mental penghianat,LABEL_2,0
Yg begitu dijadiin menteri gak ada wajah prihatin negara lagi rugi,dijadiin menteri wajah prihatin negara rugi,LABEL_2,0
"Memang kejam danantara, perusahaan tempat saya kerja keuangan nya mandek gara"" Danantara, saya sudah supply barang dari Januari dan sampai saat ini belum ada pembayaran, dari 200jt lebih, baru di bayar hanya 20jt 😢 kalo perusahaan tempat saya kerja bangkrut berdosa sekali anda menghilangkan mata pencarian orang",kejam danantara usaha kerja uang mandek gara danantara supply barang januari bayar bayar usaha kerja bangkrut dosa hilang cari orang,LABEL_2,0
Bahlil uda towel2 an..otak.nya uda merancang hal busuk,bahlil uda towel anotaknya uda rancang busuk,LABEL_2,0
Ko bahkil masih ada...katanya udah di timbun tanah tambang,bahkil adakatanya timbun tanah tambang,LABEL_1,1
Kenapa tangun mu bahlil......kok colak colek,tangun bahlilkok colak colek,LABEL_2,0
Selama sampean masih pelihara termul di lingkungan sampean maka berhati hatilah pak,sampean pelihara termul lingkung sampean hati hati,LABEL_0,2
